Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,protocol__0,protocol__6,protocol__17,target
5008279,4,4,646,364,646,0,161.5,323.0,364,0,91.0,182.0,201.6660813026,1.5973550994,715468.428571429,1866480.79662912,4947979,16,60300,20100.0,33938.117567125,59288,360,5008257,1669419.0,2888821.77656099,5005143,1006,0,0,0,0,92,92,0.7986775497,0.7986775497,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,0,1,1,126.25,161.5,91.0,0,0,0,0,0,0,4,646,4,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
60434618,15,14,1066,5625,703,0,71.06666667,186.7306948,1460,0,401.7857143,604.5355724,110.71469,0.479857422,2158379.214,4176545.952,10200000,5,60400000,4316758.429,5127162.64,10200000,159,60400000,4647838.308,5196921.845,10200000,17,0,0,0,0,312,352,0.248202115,0.231655307,0,1460,223.0333333,457.9815147,209747.0678,0,0,1,1,0,0,0,1,0,230.7241379,71.06666667,401.7857143,0,0,0,0,0,0,15,1066,14,5625,8192,115,8,20,65004,129884.715,330130,11909,10000000,316101.17,10200000,9378000,0,1,0,4
701,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2853.067047,701.0,0.0,701.0,701.0,701.0,701.0,0.0,701.0,701.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2853.067047,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
5184229,4,4,280,662,280,0,70.0,140.0,662,0,165.5,331.0,181.7049362596,1.5431417092,740604.142857143,1881448.27065175,5004649,7,179580,59860.0,103426.898227685,179287,16,5184222,1728074.0,2839258.75479851,5004944,294,0,0,0,0,136,136,0.7715708546,0.7715708546,0,662,104.6666666667,228.5957129957,52256.0,0,0,0,1,0,0,0,0,1,117.75,70.0,165.5,0,0,0,0,0,0,4,280,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
102887,5,3,325,972,325,0,65.0,145.3444185375,972,0,324.0,561.1844616523,12606.062962279,77.755207169,14698.1428571429,29427.2014210694,78448,4,102887,25721.75,36908.9159542334,78448,29,23904,11952.0,16369.5219844686,23527,377,0,0,0,0,168,104,48.5970044806,29.1582026884,0,972,144.1111111111,328.5378381726,107937.111111111,0,0,0,1,0,0,0,0,0,162.125,65.0,324.0,0,0,0,0,0,0,5,325,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
327196,22,22,1944,2665,640,0,88.3636363636,137.8690011274,976,0,121.1363636364,258.6415602914,14086.3580239367,134.4759715889,7609.2093023256,13504.0047738195,43819,6,327156,15578.8571428571,19762.4015400095,57464,300,327189,15580.4285714286,28133.0702102906,116762,11,0,0,0,0,712,712,67.2379857944,67.2379857944,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,1,104.75,88.3636363636,121.1363636364,0,0,0,0,0,0,22,1944,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
3802,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0389269,3802.0,0.0,3802.0,3802.0,3802.0,3802.0,0.0,3802.0,3802.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,526.0389269,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
11829,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,38464.78992,591.7659988,1971.5,4309.389133,10755.0,1.0,575.0,287.5,334.4615075,524.0,51.0,11325.0,3775.0,6051.525097,10755.0,1.0,0,0,0,0,72,92,253.6139995,338.1519993,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
2010507,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.994773955,2010507.0,0.0,2010507,2010507,2010507,2010507.0,0.0,2010507,2010507,0,0.0,0.0,0,0,0,0,0,0,64,0,0.994773955,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
89479477,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.5272411125,0.0670544822,17895895.4,15345161.0214366,41990298,4000262,89479477,17895895.4,15345161.0214366,41990298,4000262,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670544822,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000262.0,0.0,4000262,4000262,21369803.75,15281089.4311812,41990298,7200365,0,0,1,3
1030665,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.940494729,1030665.0,0.0,1030665.0,1030665.0,1030665.0,1030665.0,0.0,1030665.0,1030665.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1.940494729,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
4,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,250000.0,250000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
89480348,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.526914759,0.0670538295,17896069.6,15345145.0187965,41990425,4000499,89480348,17896069.6,15345145.0187965,41990425,4000499,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670538295,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000499.0,0.0,4000499,4000499,21369962.25,15281091.7990949,41990425,7200300,0,0,1,3
1759,1,1,35,83,35,35,35,0,83,83,83,0,67083.57021,1137.009665,1759,0,1759,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,568.5048323,568.5048323,35,83,51,27.71281292,768,0,0,0,0,0,0,0,0,1,76.5,35,83,0,0,0,0,0,0,1,35,1,83,-1,-1,0,8,0,0,0,0,0,0,0,0,0,0,1,4
713,1,1,78.0,160.0,78.0,78.0,78.0,0.0,160.0,160.0,160.0,0.0,333800.8415147265,2805.0490883590464,713.0,0.0,713.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1402.5245441795232,1402.5245441795232,78.0,160.0,105.33333333333331,47.34272207354931,2241.333333333333,0,0,0,0,0,0,0,0,1.0,158.0,78.0,160.0,0,0,0,0,0,0,1,78,1,160,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
374721,24,22,1928,2665,640,0,80.3333333333,133.9586784655,976,0,121.1363636364,258.6415602914,12257.1192967568,122.7579986176,8327.1333333333,14931.5609221785,51548,4,374188,16269.0434782609,23345.4516311349,88357,97,374709,17843.2857142857,26670.3616344864,93025,13,0,0,0,0,776,712,64.0476514527,58.710347165,0,976,97.7234042553,200.3478173542,40139.2479185939,0,0,0,1,0,0,0,0,0,99.847826087,80.3333333333,121.1363636364,0,0,0,0,0,0,24,1928,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
526,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3802.281369,526.0,0.0,526.0,526.0,526.0,526.0,0.0,526.0,526.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3802.281369,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
11740035,4,4,462,972,462,0,115.5,231.0,972,0,243.0,486.0,122.1461435166,0.6814289736,1677147.85714286,2906887.54545811,6734997,4,6737080,2245693.33333333,3888110.01087036,6735296,277,11740031,3913343.66666667,3496421.19708458,6734997,1784,0,0,0,0,136,136,0.3407144868,0.3407144868,0,972,159.3333333333,340.907612118,116218.0,0,0,0,1,0,0,0,0,1,179.25,115.5,243.0,0,0,0,0,0,0,4,462,4,972,26883,219,1,32,1788.0,0.0,1788,1788,6734997.0,0.0,6734997,6734997,0,1,0,2
114412783,10,0,512,0,58,0,51.2,18.2622865795,0,0,0.0,0.0,4.4750244385,0.0874028211,12712531.4444444,19093225.2686633,57340362,228045,114412783,12712531.4444444,19093225.2686633,57340362,228045,0,0.0,0.0,0,0,0,0,0,0,200,0,0.0874028211,0.0,0,58,46.5454545455,23.2050151319,538.4727272727,0,0,0,0,1,1,0,0,0,51.2,51.2,0.0,0,0,0,0,0,0,10,512,0,0,64,-1,9,20,7155617.0,0.0,7155617,7155617,26814291.5,22183306.1640319,57340362,7163495,0,1,0,0
189082,2,2,60.0,92.0,30.0,30.0,30.0,0.0,46.0,46.0,46.0,0.0,803.8840291513735,21.154842872404565,63027.33333333333,83832.83309857381,158176.0,26.0,30880.0,30880.0,0.0,30880.0,30880.0,26.0,26.0,0.0,26.0,26.0,0,0,0,0,16,16,10.577421436202282,10.577421436202282,30.0,46.0,36.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,45.5,30.0,46.0,0,0,0,0,0,0,2,60,2,92,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
381953,24,20,1928,2665,640,0,80.3333333333,133.9586784655,976,0,133.25,268.7712537496,12025.0397300191,115.1974195778,8882.6279069767,22235.9294675717,128547,5,381883,16603.6086956522,31912.0054108155,128547,161,381945,20102.3684210526,40185.8901664233,168292,9,0,0,0,0,776,648,62.8349561333,52.3624634445,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,0,0,104.3863636364,80.3333333333,133.25,0,0,0,0,0,0,24,1928,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
907,2,0,0,0,0,0,0,0,0,0,0,0,0,2205.071665,907,0,907,907,907,907,0,907,907,0,0,0,0,0,0,0,0,0,40,0,2205.071665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2240,-1,0,20,0,0,0,0,0,0,0,0,0,1,0,4
961,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2081.1654526535,961.0,0.0,961,961,961,961.0,0.0,961,961,0,0.0,0.0,0,0,0,0,0,0,40,0,2081.1654526535,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
377892,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,12111.9261587967,116.4353836546,8788.1860465116,26021.6675577944,152355,4,377851,17992.9047619048,36240.219490098,152355,219,377885,17994.5238095238,45482.8843804118,189449,10,0,0,0,0,712,712,58.2176918273,58.2176918273,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
5004208,5,3,646,364,646,0,129.2,288.899982693,364,0,121.3333333333,210.155497985,201.8301397544,1.5986545723,714886.857142857,1862840.66784615,4939097,22,5004208,1251052.0,2458878.36949817,4939097,394,3365,1682.5,762.9682169003,2222,1143,0,0,0,0,112,72,0.9991591077,0.5994954646,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,0,1,0,126.25,129.2,121.3333333333,0,0,0,0,0,0,5,646,3,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
218743,2,0,0,0,0,0,0,0,0,0,0,0,0,9.143149724,218743,0,218743,218743,218743,218743,0,218743,218743,0,0,0,0,0,1,0,1,0,80,0,9.143149724,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,40,0,0,0,0,0,0,0,0,0,1,0,4
140421,9,10,537,6296,194,0,59.6666666667,84.430444746,1460,0,629.6,718.2918317478,48660.8128413841,135.3073970418,7801.1666666667,20298.5940928691,84884,0,140421,17552.625,28540.2113313704,84884,51,122911,13656.7777777778,34144.9560542175,103420,0,0,0,0,0,192,212,64.0929775461,71.2144194957,0,1460,341.65,578.6565452567,334843.397368421,0,0,0,1,0,0,0,0,1,359.6315789474,59.6666666667,629.6,0,0,0,0,0,0,9,537,10,6296,8192,62,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0
11668608,12,3,2632,972,376,0,219.3333333333,193.6131726047,972,0,324.0,561.1844616523,308.8628909292,1.2855003785,833472.0,1258807.51905346,3813326,7,11668608,1060782.54545455,1339771.32311774,3813656,438,10437274,5218637.0,1987409.8755521,6623948,3813326,0,0,0,0,400,104,1.0284003028,0.2571000757,0,972,225.25,273.5708317785,74841.0,0,0,0,1,0,0,0,0,0,240.2666666667,219.3333333333,324.0,0,0,0,0,0,0,12,2632,3,972,26883,219,7,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
374818,25,20,1960,2665,640,0,78.4,132.3832819254,976,0,133.25,268.7712537496,12339.3220176192,120.0582682795,8518.5909090909,14728.6375793904,43667,6,374765,15615.2083333333,18665.6322898743,49467,234,374795,19726.0526315789,28569.8017386534,112548,15,0,0,0,0,808,648,66.6990379331,53.3592303465,0,976,100.5434782609,202.039127841,40819.809178744,0,0,0,1,0,0,0,0,0,102.7777777778,78.4,133.25,0,0,0,0,0,0,25,1960,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
56767039,153,104,54995,72481,646,0,359.4444444444,271.4171844443,1068,0,696.9326923077,368.1757248349,2245.5988941047,4.5272750619,221746.24609375,416256.280742457,1122968,4,56765386,373456.486842105,485440.759008234,1122968,294,56767035,551136.262135922,558952.5792569,1190215,26,0,0,0,0,3072,2092,2.6952260096,1.8320490523,0,1068,494.0930232558,355.372593244,126289.680028957,0,0,1,1,0,0,0,1,0,496.0155642023,359.4444444444,696.9326923077,0,0,0,0,0,0,153,54995,104,72481,8192,1228,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
713,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4207.5736325386,356.5,494.2676400494,706,7,713,356.5,494.2676400494,706,7,0,0.0,0.0,0,0,0,0,0,0,60,0,4207.5736325386,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
669797,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1469.101832,10.45092767,111632.8333,273259.8012,669422.0,2.0,349.0,174.5,243.9518395,347.0,2.0,669792.0,223264.0,386384.1965,669422.0,22.0,0,0,0,0,72,92,4.478969001,5.971958668,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
145328,3,1,0,0,0,0,0,0,0,0,0,0,0,27.52394583,48442.66667,82957.28256,144232,86,145328,72664,101334.0586,144318,1010,0,0,0,0,0,0,0,0,0,72,32,20.64295937,6.880986458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,0,1,0,4
7139,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.1512817,7139.0,0.0,7139.0,7139.0,7139.0,7139.0,0.0,7139.0,7139.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,280.1512817,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
317,1,1,31,63,31,31,31.0,0.0,63,63,63.0,0.0,296529.968454259,6309.1482649842,317.0,0.0,317,317,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3154.5741324921,3154.5741324921,31,63,41.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,62.5,31.0,63.0,0,0,0,0,0,0,1,31,1,63,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0
118002887,13,13,628.0,6911.0,195.0,0.0,48.30769230769231,71.04503808076561,1460.0,0.0,531.6153846153845,649.5923771183406,63.88826741162697,0.2203335923467703,4720115.48,16302219.555516245,58900630.0,1.0,118002887.0,9833573.916666666,22924481.42395306,58951172.0,113.0,117941392.0,9828449.333333332,22932368.403673854,58935386.0,1.0,0,0,0,0,272,272,0.1101667961733851,0.1101667961733851,0.0,1460.0,279.2222222222223,508.5229995050775,258595.64102564103,0,0,1,1,0,0,0,1,1.0,289.96153846153845,48.30769230769231,531.6153846153846,0,0,0,0,0,0,13,628,13,6911,8192,980,6,20,83635.5,30180.02452782304,104976.0,62295.0,58886650.5,19769.998495194683,58900630.0,58872671.0,0,1,0,0
8097293,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.2469961257,8097293.0,0.0,8097293,8097293,8097293,8097293.0,0.0,8097293,8097293,0,0.0,0.0,0,0,0,0,0,0,64,0,0.2469961257,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,8097293.0,0.0,8097293,8097293,0,1,0,2
1936311,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.032891927,1936311.0,0.0,1936311,1936311,1936311,1936311.0,0.0,1936311,1936311,0,0.0,0.0,0,0,0,0,0,0,64,0,1.032891927,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
89479511,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.527228373,0.0670544567,17895902.2,15345148.7529548,41990269,4000279,89479511,17895902.2,15345148.7529548,41990269,4000279,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670544567,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000279.0,0.0,4000279,4000279,21369808.0,15281076.8692934,41990269,7200303,0,0,1,3
5934694,21,11,5132,16976,680,0,244.380952381,300.6487113211,1933,0,1543.2727272727,764.558446544,3725.2131280905,5.392021897,191441.741935484,376809.972565215,1032274,19,5934694,296734.7,437379.038921993,1032274,308,4904480,490448.0,466042.519358481,1034890,2252,0,0,0,0,432,232,3.5385143699,1.8535075271,0,1933,669.9393939394,796.3791080334,634219.683712121,0,0,1,1,0,0,0,1,0,690.875,244.380952381,1543.2727272727,0,0,0,0,0,0,21,5132,11,16976,8192,306,9,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
57760693,153,104,54995,72491,646,0,359.4444444444,271.4171844443,1068,0,697.0288461538,368.2729426999,2207.1411089199,4.4493925999,225627.70703125,423355.72251479,1388542,4,57758972,379993.236842105,493670.680327741,1388542,272,57760689,560783.388349515,568296.555756405,1441917,25,0,0,0,0,3072,2092,2.6488601859,1.800532414,0,1068,494.1317829457,355.4351720835,126334.161554007,0,0,1,1,0,0,0,1,0,496.0544747082,359.4444444444,697.0288461538,0,0,0,0,0,0,153,54995,104,72491,8192,1228,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
405880,4,0,0,0,0,0,0,0,0,0,0,0,0,9.855129595,135293.3333,44868.56334,187103,109306,405880,135293.3333,44868.56334,187103,109306,0,0,0,0,0,0,0,0,0,160,0,9.855129595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,128,-1,0,40,0,0,0,0,0,0,0,0,0,1,0,4
27805,2,2,68,324,34,34,34,0,162,162,162,0,14098.18378,143.8590182,9268.333333,8429.645564,16534,26,16534,16534,0,16534,16534,26,26,0,26,26,0,0,0,0,16,16,71.92950908,71.92950908,34,162,85.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,106.5,34,162,0,0,0,0,0,0,2,68,2,324,-1,-1,1,8,0,0,0,0,0,0,0,0,0,0,1,4
107166019,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.6082297692,0.1679636901,6303883.47058824,13443491.2324389,53247755,1,107166018,7654715.57142857,14536108.9682499,53247755,201,106143478,53071739.0,31215783.2271966,75144631,30998847,0,0,0,0,496,100,0.1399697417,0.0279939483,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,2530,3,0,26883,0,11,32,6154882.5,2018936.2313913,7582486,4727279,23714063.25,20656830.3895397,53247755,6655965,0,1,0,2
5008418,4,4,448,662,448,0,112.0,224.0,662,0,165.5,331.0,221.6268690033,1.5973107676,715488.285714286,1890861.16190813,5003557,6,4861,1620.3333333333,2473.8355509883,4470,24,5008412,1669470.66666667,2887683.79606378,5003880,394,0,0,0,0,136,136,0.7986553838,0.7986553838,0,662,123.3333333333,250.511476783,62756.0,0,0,0,1,0,0,0,0,1,138.75,112.0,165.5,0,0,0,0,0,0,4,448,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
1733832,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3.46054289,346766.4,149697.099425139,512534,237400,1496335,748167.5,2560.4336546765,749978,746357,1496432,748216.0,2566.7976157072,750031,746401,0,0,0,0,92,60,1.730271445,1.730271445,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0
494,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4048.582996,494.0,0.0,494.0,494.0,494.0,494.0,0.0,494.0,494.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4048.582996,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
9013793,3,0,0,0,0,0,0,0,0,0,0,0,0,0.332823263,4506896.5,2111531.864,5999975,3013818,9013793,4506896.5,2111531.864,5999975,3013818,0,0,0,0,0,0,0,0,0,92,0,0.332823263,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8192,-1,0,28,3013818,0,3013818,3013818,5999975,0,5999975,5999975,0,1,0,4
489,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4089.97955,489.0,0.0,489.0,489.0,489.0,489.0,0.0,489.0,489.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4089.97955,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
1096,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,70255.47445,2737.226277,548,756.6042559,1083,13,1096,548,756.6042559,1083,13,0,0,0,0,0,1,0,0,0,60,0,2737.226277,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,0,1,0,4
