Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,prot__0,prot__6,prot__17,target
161,2,0,0,0,0,0,0,0,0,0,0,0,0,12422.36025,161,0,161,161,161,161,0,161,161,0,0,0,0,0,0,0,0,0,40,0,12422.36025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,251,-1,0,20,0,0,0,0,0,0,0,0,0,1,0,4
56706281,153,104,54995,72489,646,0,359.4444444444,271.4171844443,1069,0,697.0096153846,368.2526437317,2248.146021073,4.5321258151,221508.91015625,416181.784795901,1127463,4,56704756,373057.605263158,485458.691076775,1127463,421,56706277,550546.378640777,557924.737520146,1188844,31,0,0,0,0,3072,2092,2.6981138121,1.834012003,0,1069,494.1240310078,355.4223006422,126325.011793805,0,0,1,1,0,0,0,1,0,496.046692607,359.4444444444,697.0096153846,0,0,0,0,0,0,153,54995,104,72489,8192,1228,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
57080671,203,104,56083,189901,680,0,276.2709359606,291.6989844299,1935,0,1825.9711538462,320.3852188853,4309.4097474783,5.378353033,186538.140522876,362602.352071486,1018104,19,57078482,282566.742574258,415023.348706462,1018104,404,57080646,554181.029126213,436741.694767492,1020747,41,0,0,0,0,4072,2092,3.5563702466,1.8219827864,0,1935,798.6493506494,794.0194496462,630466.886416515,0,0,1,1,0,0,0,1,0,801.2508143322,276.2709359606,1825.9711538462,0,0,0,0,0,0,203,56083,104,189901,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
63603693,153,104,54995,72491,646,0,359.4444444444,271.4171844443,1068,0,697.0288461538,368.271888183,2004.380468914,4.0406458788,248451.92578125,490257.296259533,2695382,4,63602088,418434.789473684,578252.798623196,2695382,286,63603689,617511.54368932,665347.914113239,2747795,34,0,0,0,0,3072,2092,2.4055206983,1.6351251805,0,1068,494.1317829457,355.4347341918,126333.850269961,0,0,1,1,0,0,0,1,0,496.0544747082,359.4444444444,697.0288461538,0,0,0,0,0,0,153,54995,104,72491,8192,1228,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
375115,22,22,1928,2665,640,0,87.6363636364,137.7805520365,976,0,121.1363636364,258.6415602914,12244.2450981699,117.2973621423,8723.6046511628,18516.5465605888,87589,4,374996,17856.9523809524,26980.7761387181,87589,287,375107,17862.2380952381,33028.059005798,125082,8,0,0,0,0,712,712,58.6486810711,58.6486810711,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,0,1,104.3863636364,87.6363636364,121.1363636364,0,0,0,0,0,0,22,1928,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
756,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,101851.8519,3968.253968,378,516.1879503,743,13,756,378,516.1879503,743,13,0,0,0,0,0,1,0,0,0,60,0,3968.253968,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,257,-1,1,20,0,0,0,0,0,0,0,0,0,1,0,0
4,1,1,0,0,0,0,0,0,0,0,0,0,0,500000,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,250000,250000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,0,1,0,4
373765,24,20,1928,2665,640,0,80.3333333333,133.9586784655,976,0,133.25,268.7712537496,12288.4700279587,117.7210279186,8692.2093023256,16003.9928285147,67304,6,373702,16247.9130434783,19613.3015090016,67304,279,373742,19670.6315789474,30489.5567735186,116042,17,0,0,0,0,776,648,64.2114697738,53.5095581448,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,0,0,104.3863636364,80.3333333333,133.25,0,0,0,0,0,0,24,1928,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
314431,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6.3606959874,314431.0,0.0,314431,314431,314431,314431.0,0.0,314431,314431,0,0.0,0.0,0,0,0,0,0,0,40,0,6.3606959874,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,184,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0
10156,3,4,341.0,935.0,341.0,0.0,113.6666667,196.8764418,935.0,0.0,233.75,467.5,125640.0158,689.2477353,1692.666667,3744.513569,9325.0,4.0,9622.0,4811.0,6383.760021,9325.0,297.0,10146.0,3382.0,5404.31337,9616.0,21.0,0,0,0,0,72,92,295.3918866,393.8558488,0.0,935.0,159.5,335.3002918,112426.2857,0,0,1,1,0,0,0,1,1.0,182.2857143,113.6666667,233.75,0,0,0,0,0,0,3,341,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
11473,5,2,129,326.0,112,0,25.8,48.74628191,326,0,163.0,230.5168107,39658.32825,610.1281269,1912.166667,4192.692234,10461.0,19.0,11473.0,2868.25,5065.506712,10461.0,67.0,51.0,51.0,0.0,51.0,51.0,0,0,0,0,124,40,435.8058049,174.322322,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,0,65.0,25.8,163.0,0,0,0,0,0,0,5,129,2,326,8192,256,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
72506,3,0,0,0,0,0,0,0,0,0,0,0,0,41.37588613,36253,6788.225099,41053,31453,72506,36253,6788.225099,41053,31453,0,0,0,0,0,0,0,0,0,96,0,41.37588613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,0,1,0,2
57370027,203,104,56330,190022,680,0,277.4876847291,292.8687801257,1936,0,1827.1346153846,320.469196608,4294.0889673976,5.3512263468,187483.748366013,363469.530958374,1016601,22,57367780,283998.910891089,415838.983551837,1016601,412,57370001,556990.300970874,436115.230405479,1019274,41,0,0,0,0,4072,2092,3.5384330567,1.8127932901,0,1936,799.8441558442,794.294738737,630904.131985279,0,0,1,1,0,0,0,1,0,802.4495114007,277.4876847291,1827.1346153846,0,0,0,0,0,0,203,56330,104,190022,8192,1284,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
3,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,2666666.66666667,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,32,333333.333333333,333333.333333333,0,8,5.3333333333,4.6188021535,21.3333333333,0,1,0,0,1,0,0,0,1,8.0,8.0,0.0,0,0,0,0,0,0,1,8,1,0,211,219,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
89479477,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.5272411125,0.0670544822,17895895.4,15345161.0214366,41990298,4000262,89479477,17895895.4,15345161.0214366,41990298,4000262,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670544822,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000262.0,0.0,4000262,4000262,21369803.75,15281089.4311812,41990298,7200365,0,0,1,3
117018699,15,17,1226,4996,576,0,81.73333333,151.4116747,1430,0,293.8823529,461.474252,53.17098936,0.273460569,3774796.742,14600000,58800000,0,117000000,8358478.5,21200000,58800000,25,117000000,7309766.188,19900000,58800000,0,0,0,0,0,312,352,0.128184642,0.145275927,0,1430,188.5454545,358.9744151,128862.6307,0,0,1,1,0,0,0,1,1,194.4375,81.73333333,293.8823529,0,0,0,0,0,0,15,1226,17,4996,8192,180,8,20,110807.5,68592.89331,159310,62305,58400000,543787.035,58800000,58000000,0,1,0,4
720,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2777.777778,720.0,0.0,720.0,720.0,720.0,720.0,0.0,720.0,720.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2777.777778,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,513,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4976184,5,3,935,308,935,0,187,418.1447118,308,0,102.6666667,177.8238829,249.7897988,1.607657595,710883.4286,1859361.811,4927445,5,4976184,1244046,2455656.041,4927451,28,38176,19088,17069.5577,31158,7018,0,0,0,0,168,104,1.004785997,0.602871598,0,935,138.1111111,315.7168211,99677.11111,0,0,0,0,1,0,0,0,0,155.375,187,102.6666667,0,0,0,0,0,0,5,935,3,308,237,211,1,32,0,0,0,0,0,0,0,0,0,1,0,0
393347,22,20,2008,2665,640,0,91.2727272727,138.1821371607,976,0,133.25,268.7712537496,11880.0956915904,106.7759510051,9593.8292682927,25424.5363024603,144348,2,393288,18728.0,37903.8441190336,144348,270,393340,20702.1052631579,45028.5596099171,183906,8,0,0,0,0,712,648,55.9302600503,50.8456909548,0,976,108.6744186047,207.2526317749,42953.6533776301,0,0,0,1,0,0,0,0,0,111.2619047619,91.2727272727,133.25,0,0,0,0,0,0,22,2008,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
10859,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41900.72751,644.626577,1809.833333,3932.410529,9825.0,2.0,702.0,351.0,354.9676042,602.0,100.0,10292.0,3430.666667,5542.491888,9825.0,2.0,0,0,0,0,72,92,276.268533,368.358044,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
1143388,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,860.6002512,6.122156258,190564.6667,466582.9004,1142973.0,3.0,384.0,192.0,134.3502884,287.0,97.0,1143382.0,381127.3333,659777.7247,1142973.0,28.0,0,0,0,0,72,92,2.623781254,3.498375005,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
213639,5,4,286,170,103,0,57.2,52.48523602,131,0,42.5,61.79805822,2134.441745,42.12713971,26704.875,36712.02162,71087,4,213597,53399.25,35597.03022,71365,4,213607,71202.33333,203.5345998,71433,71048,0,0,0,0,112,92,23.4039665,18.7231732,0,131,45.6,52.98469381,2807.377778,0,0,0,1,0,0,0,0,0,50.66666667,57.2,42.5,0,0,0,0,0,0,5,286,4,170,8192,0,3,20,0,0,0,0,0,0,0,0,0,1,0,4
384881,22,22,1928,2665,640,0,87.6363636364,137.7805520365,976,0,121.1363636364,258.6415602914,11933.5586843726,114.321049883,8950.7209302326,21067.5720529438,112986,3,383764,18274.4761904762,28110.2851988717,112986,239,384873,18327.2857142857,37910.8121202156,151860,15,0,0,0,0,712,712,57.1605249415,57.1605249415,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,0,1,104.3863636364,87.6363636364,121.1363636364,0,0,0,0,0,0,22,1928,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
395,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,268354.430379747,5063.2911392405,395.0,0.0,395,395,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2531.6455696203,2531.6455696203,45,61,50.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0
10790,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42168.6747,648.7488415,1798.333333,3860.429441,9666.0,26.0,614.0,307.0,332.3401872,542.0,72.0,10274.0,3424.666667,5411.16497,9666.0,49.0,0,0,0,0,72,92,278.0352178,370.7136237,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
710,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2816.901408,710.0,0.0,710.0,710.0,710.0,710.0,0.0,710.0,710.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2816.901408,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
5015566,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7975171695,1671855.33333333,2895495.02990703,5015285,13,5015566,2507783.0,3546143.33607766,5015285,281,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5981378772,0.1993792924,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,26883,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
1112,1,1,44.0,100.0,44.0,44.0,44.0,0.0,100.0,100.0,100.0,0.0,129496.40287769784,1798.5611510791368,1112.0,0.0,1112.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,899.2805755395684,899.2805755395684,44.0,100.0,62.66666666666667,32.331615074619044,1045.3333333333337,0,0,0,0,0,0,0,0,1.0,94.0,44.0,100.0,0,0,0,0,0,0,1,44,1,100,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
43312941,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.046175576,43312941.0,0.0,43312941,43312941,43312941,43312941.0,0.0,43312941,43312941,0,0.0,0.0,0,0,0,0,0,0,64,0,0.046175576,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,43312941.0,0.0,43312941,43312941,0,1,0,2
12971,2,0,0,0,0,0,0,0,0,0,0,0,0,154.1901164,12971,0,12971,12971,12971,12971,0,12971,12971,0,0,0,0,0,0,0,0,0,64,0,154.1901164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,0,1,0,2
3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,0,1,0,2
11091,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41024.2539,631.1423677,1848.5,4074.594201,10155.0,20.0,619.0,309.5,364.1599923,567.0,52.0,10544.0,3514.666667,5753.254065,10155.0,23.0,0,0,0,0,72,92,270.4895862,360.6527815,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
112641165,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266332473,56320582.5,84.1457069612,56320642,56320523,112641165,56320582.5,84.1457069612,56320642,56320523,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266332473,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320582.5,84.1457069612,56320642,56320523,1,0,0,3
4400836,4,5,321,935,321,0,80.25,160.5,935,0,187,418.1447118,285.4003194,2.045065983,550104.5,1521010.588,4314206,7,4356825,1452275,2478512.72,4314213,18396,4400829,1100207.25,2142769.005,4314215,23,0,0,0,0,136,168,0.908918215,1.136147768,0,935,125.6,301.7564139,91056.93333,0,0,0,0,1,1,0,0,1,139.5555556,80.25,187,0,0,0,0,0,0,4,321,5,935,225,219,1,32,0,0,0,0,0,0,0,0,0,1,0,2
38068,1,1,44,100,44,44,44,0,100,100,100,0,3782.704634,52.53756436,38068,0,38068,38068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,26.26878218,26.26878218,44,100,62.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,94,44,100,0,0,0,0,0,0,1,44,1,100,-1,-1,0,8,0,0,0,0,0,0,0,0,0,0,1,4
86193274,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0232036667,86193274.0,0.0,86193274,86193274,86193274,86193274.0,0.0,86193274,86193274,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0232036667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64000,-1,0,20,0.0,0.0,0,0,86193274.0,0.0,86193274,86193274,0,1,0,0
130,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15384.6153846154,130.0,0.0,130,130,130,130.0,0.0,130,130,0,0.0,0.0,0,0,0,0,0,0,40,0,15384.6153846154,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
11033246,11,18,540.0,5859.0,342.0,0.0,49.0909090909091,113.69472683062708,535.0,0.0,325.50000000000006,248.25870045769025,579.9743792533947,2.6284195965539063,394044.5,1894186.5366940887,10030412.0,1.0,10233466.0,1023346.6,3164879.0028337995,10030412.0,19.0,11017193.0,648070.1764705882,2443956.1801920985,10104317.0,1.0,0,0,0,0,232,364,0.9969867435204472,1.631432853033459,0.0,535.0,213.3,245.351422840087,60197.32068965517,0,0,1,1,0,0,0,1,1.0,220.6551724137931,49.09090909090909,325.5,0,0,0,0,0,0,11,540,18,5859,8192,16616,3,20,203054.0,0.0,203054.0,203054.0,10030412.0,0.0,10030412.0,10030412.0,0,1,0,0
54,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37037.037037037,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18518.5185185185,18518.5185185185,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,172,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0
72736,2,2,82.0,610.0,41.0,41.0,41.0,0.0,305.0,305.0,305.0,0.0,9513.85833699956,54.993400791904975,24245.333333333336,23481.811777061263,46882.0,1.0,25853.0,25853.0,0.0,25853.0,25853.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,16,16,27.496700395952487,27.496700395952487,41.0,305.0,146.6,144.59875518136386,20908.8,0,0,0,0,0,0,0,0,1.0,183.25,41.0,305.0,0,0,0,0,0,0,2,82,2,610,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
46291,2,2,74.0,276.0,37.0,37.0,37.0,0.0,138.0,138.0,138.0,0.0,7560.864962951762,86.40988529087728,15430.333333333332,15892.864604385622,32059.0,393.0,45898.0,45898.0,0.0,45898.0,45898.0,32452.0,32452.0,0.0,32452.0,32452.0,0,0,0,0,16,16,43.20494264543864,43.20494264543864,37.0,138.0,77.39999999999999,55.319978308021774,3060.3,0,0,0,0,0,0,0,0,1.0,96.75,37.0,138.0,0,0,0,0,0,0,2,74,2,276,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
6966,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.1088142,6966.0,0.0,6966.0,6966.0,6966.0,6966.0,0.0,6966.0,6966.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,287.1088142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
22641307,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088334123,22600000.0,0.0,22600000.0,22600000.0,22600000.0,22600000.0,0.0,22600000.0,22600000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.088334123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,22600000.0,0.0,22600000.0,22600000.0,0,1,0,6
327466,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,13977.0235688591,134.3650943915,7615.488372093,18165.2052081944,98545,3,326739,15559.0,25305.4703572172,98545,99,327463,15593.4761904762,31464.6008597265,105288,15,0,0,0,0,712,712,67.1825471957,67.1825471957,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
376088,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,12170.0240369275,116.9938950458,8746.2325581395,20144.8255247053,106675,2,375065,17860.2380952381,28507.452658743,106675,281,376083,17908.7142857143,36525.018275345,145994,10,0,0,0,0,712,712,58.4969475229,58.4969475229,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
499,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4008.016032,499.0,0.0,499.0,499.0,499.0,499.0,0.0,499.0,499.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4008.016032,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
390,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5128.2051282051,390.0,0.0,390,390,390,390.0,0.0,390,390,0,0.0,0.0,0,0,0,0,0,0,40,0,5128.2051282051,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
1282,3,4,148,243,148,0,49.3333333333,85.4478398401,243,0,60.75,121.5,304992.199687987,5460.2184087364,213.6666666667,197.8703279086,557,15,833,416.5,198.6970055134,557,276,1028,342.6666666667,402.5348846166,792,15,0,0,0,0,72,92,2340.0936037442,3120.1248049922,0,243,48.875,93.9930658537,8834.6964285714,0,0,1,1,0,0,0,1,1,55.8571428571,49.3333333333,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0
4058,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.8536225,4058.0,0.0,4058.0,4058.0,4058.0,4058.0,0.0,4058.0,4058.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,492.8536225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
17,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.058823529,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,58823.5294117647,58823.5294117647,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
374809,24,22,1928,2665,640,0,80.3333333333,133.9586784655,976,0,121.1363636364,258.6415602914,12254.2414936674,122.7291767273,8329.0888888889,14794.3857254,51920,5,374758,16293.8260869565,19783.385514692,51920,236,374801,17847.6666666667,31654.4837966651,108917,13,0,0,0,0,776,712,64.0326139447,58.6965627826,0,976,97.7234042553,200.3478173542,40139.2479185939,0,0,0,1,0,0,0,0,0,99.847826087,80.3333333333,121.1363636364,0,0,0,0,0,0,24,1928,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
24218574,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082581245,24200000.0,0.0,24200000.0,24200000.0,24200000.0,24200000.0,0.0,24200000.0,24200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.082581245,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,24200000.0,0.0,24200000.0,24200000.0,0,1,0,6
